TIPOVOL;GRED;ISBN;CODVOL;TITOLO;ANNO;PREZZO;PESO;PAGINE
0-Scolastico;02N;9788808349156;34915;POSCA*CHIMICA PIU VERDE U       LDM ;20;34.80;840;472
0-Scolastico;02Z;9788808720597;72059;"RAZZOLI""MESSORI*DIR EC U 2E (CL LDM ";18;23.80;1060;480
0-Scolastico;02Z;9788808349880;34988;RAZZOLI*DIR ECON 3ED 1 (CLT)    LDM ;21;14.00;700;312
0-Scolastico;02Z;9788808663122;66312;RAZZOLI*DIR ECON 3ED 2 (CLT)    LDM ;21;13.50;500;216
0-Scolastico;02Z;9788808266088;26608;RAZZOLI*DIR ECON 3ED IMPARARE (CLT) ;21;11.81;0;192
0-Scolastico;02Z;9788808620255;62025;RAZZOLI*DIR ECON 3ED U (CLT)    LDM ;21;24.00;1100;496
0-Scolastico;02Z;9788808820723;82072;RAZZOLI*DIRITTO ECON 2.0 1 (CLT LDM ;17;13.90;790;288
0-Scolastico;02Z;9788808537881;53788;RAZZOLI*DIRITTO ECON 2.0 2 (CLT LDM ;17;13.30;510;184
0-Scolastico;02K;9788808450500;45050;"REGA""NASTI*ESS UM ROS (EDUC2E U LDM ";21;22.90;970;448
0-Scolastico;02K;9788808157751;15775;REGA*EDUCATAMENTE               LDM ;14;26.40;860;464
0-Scolastico;02K;9788808818706;81870;REGA*EDUCATAMENTE ROSSA         LDM ;17;22.90;790;416
0-Scolastico;02K;9788808520500;52050;REGA*ESSERE UMANI IBIE PSIC/PED LDM ;20;28.60;1080;608
0-Scolastico;02K;9788808767158;76715;REGA*ESSERE UMANI IBIE PSICOL   LDM ;20;18.50;590;328
0-Scolastico;02M;9788808889997;88999;"RICCI""BAG*TERRA INTR2E+CHI IBIE LDM ";19;27.00;1000;368
0-Scolastico;02M;9788808120731;12073;"RICCI""LUCCHI*TERRA INTR2E IBIEN LDM ";19;21.00;720;256
0-Scolastico;02M;9788808820082;82008;RICCI-LUCCHI*AG TERRA (SC.TE2E  LDM ;20;23.21;0;312
0-Scolastico;02M;9788808876812;87681;RICCI-LUCCHI*AG TERRA (SC.TE2E IMPA ;21;9.01;0;128
0-Scolastico;02M;9788808721228;72122;RICCI-LUCCHI*SCIENZE TERRA      LDM ;16;23.40;860;312
0-Scolastico;02N;9788808159601;15960;RIPPA*CHIM.RIPPA BLU I BIEN LMS (BO ;11;14.80;440;160
0-Scolastico;02N;9788808600745;60074;RIPPA*CHIM.RIPPA BLU PERCORSI(B LDM ;14;16.80;500;176
0-Scolastico;02N;9788808693761;69376;RIPPA*VIAGGIO CHIMICA MAT/ATOM  LDM ;21;17.91;0;224
0-Scolastico;02N;9788808720382;72038;RIPPA*VIAGGIO CHIMICA MAT/ORG   LDM ;18;40.81;0;648
0-Scolastico;02N;9788808936714;93671;RODATO*CHIMICA OGGI ARANC (CLT) LDM ;15;22.00;680;248
0-Scolastico;02N;9788808921185;92118;RODATO*CHIMICA PRINCIPI (CLT)   LDM ;15;13.60;370;152
0-Scolastico;02P;9788808120496;12049;RODATO*CIBO CHE NUTRE 2ED (CLT) LDM ;19;28.90;990;432
0-Scolastico;02P;9788808294623;29462;RODATO*PERC NUTRIZ (CIBO2ED) IMPARA ;18;9.00;330;136
0-Scolastico;02P;9788808321114;32111;RODATO*PERC NUTRIZ (CIBO2ED)(CL LDM ;17;28.90;950;432
0-Scolastico;02R;9788808700735;70073;ROMENI*FISICA ESPERIMENTI 1     LDM ;14;23.00;760;304
0-Scolastico;02R;9788808834744;83474;ROMENI*FISICA ESPERIMENTI 2     LDM ;14;23.40;690;272
0-Scolastico;02R;9788808934741;93474;ROMENI*FISICA ESPERIMENTI U     LDM ;14;38.00;1290;526
0-Scolastico;02R;9788808635150;63515;ROMENI*FISICA TUTTI GIORNI 1    LDM ;14;18.40;480;216
0-Scolastico;02R;9788808735157;73515;ROMENI*FISICA TUTTI GIORNI 2    LDM ;14;24.20;670;304
0-Scolastico;02R;9788808220677;22067;ROMENI*REALTA  FISICA BLU 2ED   LDM ;18;28.80;1040;480
0-Scolastico;02Z;9788808201355;20135;RONCHETTI*DIR/EC.TASCA(50 2E) A LDM ;14;12.10;410;256
0-Scolastico;02Z;9788808401359;40135;RONCHETTI*DIR/EC.TASCA(50 2E) B LDM ;14;12.20;410;256
0-Scolastico;02Z;9788808261342;26134;RONCHETTI*DIR/EC.TASCA(50 2E) U LDM ;14;24.50;780;496
0-Scolastico;02Z;9788808820990;82099;RONCHETTI*LEZ DIRITTO ECONOM U  LDM ;17;25.90;1000;496
0-Scolastico;02K;9788808155436;15543;ROSSI*LABIRINTI I BIE (CLT)     LDM ;14;54.50;1370;650
0-Scolastico;02K;9788808501325;50132;ROSSI*LABIRINTI IBIE ECO.SOC (C LDM ;14;34.30;880;350
0-Scolastico;02K;9788808059734;05973;ROSSI*SGUARDI SC.UMANE IB LMS(CLT)  ;11;23.60;610;304
0-Scolastico;02R;9788808437419;43741;"RUFFO""LANOTTE*LEZ FISICA BLU    LDM ";16;26.30;930;400
0-Scolastico;02R;9788808300850;30085;RUFFO*FISICA ED.AZZURRA U       LDM ;14;26.00;700;328
0-Scolastico;02R;9788808934468;93446;RUFFO*FISICA LEZ PROBL 2ED 1    LDM ;21;22.90;850;384
0-Scolastico;02R;9788808865946;86594;RUFFO*FISICA LEZ PROBL 2ED 2    LDM ;21;21.31;0;296
0-Scolastico;02R;9788808778826;77882;RUFFO*FISICA LEZ PROBL 2ED IMPARARE ;21;14.81;0;200
0-Scolastico;02R;9788808720276;72027;RUFFO*FISICA LEZ PROBL 2ED U    LDM ;19;36.51;0;600
0-Scolastico;02R;9788808434753;43475;RUFFO*FISICA LEZ PROBL ARANC 1  LDM ;14;21.70;660;296
0-Scolastico;02R;9788808834751;83475;RUFFO*FISICA LEZ PROBL ARANC 2  LDM ;14;21.90;570;248
0-Scolastico;02R;9788808157638;15763;RUFFO*FISICA LEZ PROBL ARANC U  LDM ;14;33.40;1040;456
0-Scolastico;02R;9788808337665;33766;RUFFO*FISICA LEZ PROBLEMI 1    LDM  ;16;22.60;780;360
0-Scolastico;02R;9788808537669;53766;RUFFO*FISICA LEZ PROBLEMI 2    LDM  ;16;21.40;640;288
0-Scolastico;02R;9788808737663;73766;RUFFO*FISICA LEZ PROBLEMI IMPARARE  ;16;10.50;410;184
0-Scolastico;02R;9788808721280;72128;RUFFO*FISICA LEZ PROBLEMI U    LDM  ;16;36.20;1230;568
0-Scolastico;02R;9788808834768;83476;RUFFO*FISICA PER PROBLEMI       LDM ;14;23.50;810;296
0-Scolastico;02R;9788808145888;14588;RUFFO*PROBLEMI FISICA 2-CALORE LM   ;93;9.00;410;192
0-Scolastico;02N;9788808126450;12645;RUFFO*ST.CHIMICA(SC.MAT2E) U LME    ;10;16.00;420;168
0-Scolastico;02N;9788808328922;32892;RUFFO*ST.CHIMICA(SC.MAT2E) U LMM    ;11;21.80;450;168
0-Scolastico;02R;9788808234773;23477;RUFFO*ST.FISICA 2ED U           LDM ;14;21.10;680;248
0-Scolastico;02V;9788808126474;12647;RUFFO*ST.MATERIA(SC.MAT2E) U LME    ;10;28.20;940;408
0-Scolastico;02R;9788808737021;73702;RUFFO*STUD.FISICA ED BIANCA     LDM ;17;20.90;800;296
0-Scolastico;02R;9788808707994;70799;RUFFO*STUD.FISICA ED BIANCA IMPARAR ;17;8.00;290;128
0-Scolastico;02L;9788808224491;22449;SADAVA*BIOL BLU CHIM+DALLE CELL  LD ;11;29.70;1100;400
0-Scolastico;02L;9788808434913;43491;SADAVA*BIOL BLU SPORT+DALLE CEL LDM ;14;33.90;1050;352
0-Scolastico;02L;9788808374646;37464;SADAVA*NUOV BIO BLU 2E CE/BI PL LDM ;21;36.80;1040;432
0-Scolastico;02L;9788808420503;42050;SADAVA*NUOV BIO BLU 2E CE/VI PL LDM ;20;24.60;750;280
0-Scolastico;02L;9788808573407;57340;SADAVA*NUOV BIO BLU 2E CELL PLU LDM ;20;21.50;650;240
0-Scolastico;02L;9788808769183;76918;SADAVA*NUOV BIOL BLU 2E AMBIE S LDM ;20;30.20;1060;400
0-Scolastico;02L;9788808937735;93773;SADAVA*NUOVA BIO BLU CEL PLU 2E LDM ;16;24.40;640;240
0-Scolastico;02L;9788808449863;44986;SADAVA*NUOVA BIO BLU CEL/BIO PL LDM ;17;36.70;1130;416
0-Scolastico;02L;9788808435897;43589;SADAVA*NUOVA BIOL BLU AMBIENT S LDM ;15;29.70;870;336
0-Scolastico;02L;9788808821218;82121;SADAVA*NUOVA BIOL BLU CELLULE   LDM ;15;20.80;590;216
0-Scolastico;02L;9788808837745;83774;SADAVA*NUOVA BIOL.BLU DA CELLUL LDM ;16;52.00;1630;608
0-Scolastico;02C;9788808099334;09933;SAINT-EXUPERY*LE PETIT PRINCE 2ED   ;97;10.60;160;148
0-Scolastico;02U;9788808325457;32545;SAMMARONE#DIS GEOMETRICO 3ED    LDM ;18;23.80;980;360
0-Scolastico;02U;9788808453495;45349;SAMMARONE*DISEGNO RAPPRES 3ED 1 LDM ;18;20.00;800;296
0-Scolastico;02U;9788808806871;80687;SAMMARONE*DISEGNO RAPPRES 3ED 2 LDM ;18;13.30;500;176
0-Scolastico;02U;9788808738349;73834;SAMMARONE*DISEGNO RAPPRES 3ED IMPAR ;18;12.30;490;248
0-Scolastico;02U;9788808345035;34503;SAMMARONE*DISEGNO RAPPRES 3ED U LDM ;18;29.90;1220;456
0-Scolastico;02U;9788808801869;80186;SAMMARONE*RAP/TEC IND VERD 2E 1 LDM ;17;16.80;890;328
0-Scolastico;02U;9788808625670;62567;SAMMARONE*RAP/TEC IND VERD 2E 2 LDM ;17;14.60;460;168
0-Scolastico;02U;9788808811950;81195;SAMMARONE*RAP/TEC IND VERD 2E IMPAR ;17;11.40;530;240
0-Scolastico;02U;9788808220899;22089;SAMMARONE*RAP/TEC IND VERD 2E U LDM ;17;27.60;1300;480
0-Scolastico;02U;9788808563903;56390;SAMMARONE*RAP/TEC RAP VER 2E AUT LD ;17;10.10;330;112
0-Scolastico;02U;9788808648488;64848;SAMMARONE*RAPPR TECN AGRARIA U  LDM ;19;26.80;1230;456
0-Scolastico;02U;9788808961730;96173;SAMMARONE*RAPPR TECN COSTRUZ 3E  LD ;18;27.00;1230;456
0-Scolastico;02U;9788808335036;33503;SAMMARONE*RAPPR TECN INDUSTR 2E  LD ;14;24.20;1060;328
0-Scolastico;02U;9788808435033;43503;SAMMARONE*RAPPR TECN INDUSTR 2E LDM ;14;26.50;1060;328
0-Scolastico;02U;9788808273604;27360;SAMMARONE*SC.TECN.APP TECN.INDUS LM ;11;18.80;660;240
0-Scolastico;02U;9788808128492;12849;SAMMARONE*SC.TECN.APPL COSTRUZ LM   ;11;11.40;370;128
0-Scolastico;02U;9788808128515;12851;SAMMARONE*SC.TECN.APPL ELETTRIC LM  ;11;11.50;370;128
0-Scolastico;02U;9788808058379;05837;SAMMARONE*SC.TECN.APPL MECCANICA LM ;11;12.00;370;136
0-Scolastico;02U;9788808563316;56331;SAMMARONE*TECN RAPPR VERDE      LDM ;17;18.70;810;296
0-Scolastico;02U;9788808735034;73503;SAMMARONE*TECNICHE RAPPRESEN 2E  LD ;14;18.00;680;248
0-Scolastico;02U;9788808157539;15753;SAMMARONE*TECNICHE RAPPRESEN 2E LDM ;14;21.60;680;248
0-Scolastico;02A;9788808154330;15433;SANTARONE*TREPIDO SEGUO          LD ;15;13.30;550;256
0-Scolastico;02L;9788808800749;80074;"SARACENI""STRUMIA*BIOLOGIA 2ED   LDM ";15;23.70;750;304
0-Scolastico;02L;9788808830951;83095;"SARACENI""STRUMIA*BIOLOGIA 3ED   LDM ";20;23.60;950;344
0-Scolastico;02L;9788808101716;10171;"SARACENI""STRUMIA*BIOLOGIA U LMM     ";10;29.80;720;312
0-Scolastico;02L;9788808126412;12641;SARACENI*OSS.CAP VITA AZ CEL     LD ;11;18.90;620;224
0-Scolastico;02L;9788808203519;20351;SARACENI*OSS.CAP VITA AZ CEL LMM    ;11;24.40;620;224
0-Scolastico;02L;9788808213181;21318;SARACENI*OSS.CAP VITA AZ CEL+CHI LMM;11;31.40;910;328
0-Scolastico;02N;9788808059093;05909;SARACENI*OSS.CAP.CHIMICA AZZ U   LD ;11;12.60;380;136
0-Scolastico;02L;9788808360106;36010;SARACENI*VITA VERDE (IMM.IT.3E) LDM ;15;26.30;950;352
0-Scolastico;02L;9788808320599;32059;SARACENI*VITA VERDE 2ED         LDM ;20;26.10;1070;392
0-Scolastico;02L;9788808976932;97693;SARACENI*VITA VERDE 2ED IMPARARE    ;20;13.00;560;256
0-Scolastico;02L;9788808536976;53697;SARACENI*VITA VERDE IDEE IMPARARE   ;15;12.70;530;248
0-Scolastico;02K;9788808920874;92087;SCALISI*PEDAGOGIA PERCOR IBIENN LDM ;19;15.60;650;304
0-Scolastico;02G;9788808126313;12631;SCARAVELLI#DIGITO CONF 1 LM         ;12;34.80;1370;632
0-Scolastico;02G;9788808171962;17196;SCARAVELLI#DIGITO CONF 1 LMM        ;12;38.30;1380;632
0-Scolastico;02G;9788808179579;17957;SCARAVELLI#DIGITO ESERCIZI 1 LMM    ;12;25.20;870;400
0-Scolastico;02G;9788808274243;27424;SCARAVELLI#DIGITO ESERCIZI 2 LMS    ;12;18.50;560;240
0-Scolastico;02G;9788808921291;92129;SCARAVELLI*LL 2ED               LDM ;16;27.20;940;432
0-Scolastico;02D;9788808110329;11032;SHELLY#MY LIFE ELEMENTARY       LMS ;10;18.20;480;168
0-Scolastico;02D;9788808110367;11036;SHELLY#MY LIFE INTERMED         LMS ;10;26.60;660;256
0-Scolastico;02D;9788808110343;11034;SHELLY#MY LIFE PRE-INTERMED     LMS ;10;28.30;680;248
0-Scolastico;02D;9788808065858;06585;SHELLY*MY LIFE BOOK+EB 1 LMM        ;10;39.60;840;312
0-Scolastico;02D;9788808110305;11030;SHELLY*MY LIFE BOOK+EB 2 LMM        ;10;41.00;850;296
0-Scolastico;02D;9788808110381;11038;SHELLY*MY LIFE ELEMENTARY LMM       ;10;25.00;480;168
0-Scolastico;02D;9788808110428;11042;SHELLY*MY LIFE INTERMED LMM         ;10;32.30;670;232
0-Scolastico;02D;9788808110404;11040;SHELLY*MY LIFE PRE-INTERMED LMM     ;10;32.50;680;232
0-Scolastico;02U;9788808258144;25814;"SITA""VACCARONE*LA MUSICA A LM       ";11;30.00;720;320
0-Scolastico;02U;9788808307361;30736;"SITA""VACCARONE*LA MUSICA B LM       ";11;30.00;690;320
0-Scolastico;02I;9788808801302;80130;SOFRI*AMB.POPOLI 2ED CONT/PAES  LDM ;14;20.40;660;296
0-Scolastico;02I;9788808335487;33548;SOFRI*AMB.POPOLI 2ED PROBLEMI   LDM ;14;15.60;510;208
0-Scolastico;02I;9788808257642;25764;SOFRI*AMB.POPOLI 2ED U          LDM ;14;28.60;970;416
0-Scolastico;02I;9788808301314;30131;SOFRI*CONOSCERE CONT.EXTRAE 2E  LDM ;14;23.50;760;320
0-Scolastico;02I;9788808600844;60084;SOFRI*CONOSCERE EUROPA ITAL 2E  LDM ;14;19.20;630;272
0-Scolastico;02D;9788808341051;34105;SPIAZZI*PERF B1 2ED UPD 1+START LDM ;20;27.50;990;336
0-Scolastico;02D;9788808546616;54661;SPIAZZI*PERF B1 2ED UPD 2+FAST  LDM ;20;29.90;1120;384
0-Scolastico;02D;9788808808240;80824;SPIAZZI*PERFORM B1 2E UPD CONSOL LD ;20;15.30;380;136
0-Scolastico;02D;9788808488558;48855;SPIAZZI*PERFORM B1 2ED UPD ONE LDM  ;19;24.20;780;288
0-Scolastico;02D;9788808367167;36716;SPIAZZI*PERFORM B1 2ED UPD TWO LDM  ;19;24.20;790;304
0-Scolastico;02D;9788808668653;66865;SPIAZZI*PERFORMER B1 2E GRAM B1  LD ;18;13.00;330;144
0-Scolastico;02D;9788808420657;42065;SPIAZZI*PERFORMER B1 2ED ONE    LDM ;18;24.60;750;288
0-Scolastico;02D;9788808168337;16833;SPIAZZI*PERFORMER B1 CONSOLIDATE LD ;17;15.30;390;136
0-Scolastico;02B;9788808220929;22092;STANCARI*PRONTI PER INVALSI LM      ;17;9.90;380;168
0-Scolastico;02K;9788808355201;35520;TASSI*SAPERI EDUCAZ.2E DA ANTIC LDM ;14;17.70;590;272
0-Scolastico;02T;9788808320742;32074;TIBONE*PROGETT PROGRAMM 1       LDM ;18;25.90;1010;408
0-Scolastico;02T;9788808235053;23505;TIBONE*TECNOL INFORMAT 2ED 1    LDM ;14;16.40;430;160
0-Scolastico;02T;9788808335050;33505;TIBONE*TECNOL INFORMAT 2ED 2    LDM ;14;11.40;340;136
0-Scolastico;02T;9788808357427;35742;TIBONE*TECNOL INFORMAT 2ED U    LDM ;14;25.00;720;288
0-Scolastico;02T;9788808137708;13770;TIBONE*TECNOLOGIE INFORM U OF07 LMM ;11;31.60;770;304
0-Scolastico;02T;9788808105431;10543;TIBONE*TECNOLOGIE INFORMAT U LME    ;10;26.00;600;232
0-Scolastico;02Q;9788808209122;20912;"TRIFONE""BERG#ALGEBRA.VERDE 1     LD ";10;23.80;1010;568
0-Scolastico;02Q;9788808309204;30920;"TRIFONE""BERG#ALGEBRA.VERDE 2     LD ";10;22.90;740;424
0-Scolastico;02Q;9788808202352;20235;"TRIFONE""BERG#MAT.VERDE E LM         ";11;7.60;210;112
0-Scolastico;02Q;9788808402363;40236;"TRIFONE""BERG#MAT.VERDE H LM         ";11;8.80;270;144
0-Scolastico;02Q;9788808202451;20245;"TRIFONE""BERG#MAT.VERDE I LM         ";11;9.00;280;152
0-Scolastico;02Q;9788808202635;20263;"TRIFONE""BERG#MAT.VERDE P LM         ";11;11.20;380;208
0-Scolastico;02Q;9788808318688;31868;"TRIFONE""BERG#STAT&PROBAB.BLU     LD ";10;7.00;170;88
0-Scolastico;02Q;9788808248220;24822;"TRIFONE""BERG*MAN GEOMETRIA 3ED U LM ";08;25.30;930;528
0-Scolastico;02Q;9788808192752;19275;"TRIFONE""BERG*MAT.BIANCO 1        LD ";12;23.20;910;520
0-Scolastico;02Q;9788808230850;23085;"TRIFONE""BERG*MAT.BIANCO 1       LDM ";12;27.60;930;520
0-Scolastico;02Q;9788808230911;23091;"TRIFONE""BERG*MAT.BIANCO 2        LD ";12;24.20;800;496
0-Scolastico;02Q;9788808230935;23093;"TRIFONE""BERG*MAT.BIANCO 2       LDM ";12;28.80;880;496
0-Scolastico;02Q;9788808800848;80084;"TRIFONE""BERG*MAT.BIANCO A       LDM ";14;9.00;250;136
0-Scolastico;02Q;9788808800930;80093;"TRIFONE""BERG*MAT.BIANCO C       LDM ";14;9.40;270;144
0-Scolastico;02Q;9788808900937;90093;"TRIFONE""BERG*MAT.BIANCO D       LDM ";14;7.00;160;80
0-Scolastico;02Q;9788808200945;20094;"TRIFONE""BERG*MAT.BIANCO E       LDM ";14;7.30;190;96
0-Scolastico;02Q;9788808300942;30094;"TRIFONE""BERG*MAT.BIANCO F       LDM ";14;8.00;200;104
0-Scolastico;02Q;9788808400949;40094;"TRIFONE""BERG*MAT.BIANCO H       LDM ";14;8.10;210;112
0-Scolastico;02Q;9788808500946;50094;"TRIFONE""BERG*MAT.BIANCO I       LDM ";14;7.30;190;96
0-Scolastico;02Q;9788808600943;60094;"TRIFONE""BERG*MAT.BIANCO M       LDM ";14;7.00;170;80
0-Scolastico;02Q;9788808700940;70094;"TRIFONE""BERG*MAT.BIANCO P       LDM ";14;10.70;310;168
0-Scolastico;02N;9788808320858;32085;VALITUTTI E AL*CHIMICA ADESSO   LDM ;16;21.60;620;288
0-Scolastico;02N;9788808344045;34404;VALITUTTI*CHI CONC MAT PL(BLU2E LDM ;19;18.00;490;232
0-Scolastico;02N;9788808599759;59975;VALITUTTI*CHI CONC U    (BLU2E) LDM ;19;43.60;1400;696
0-Scolastico;02N;9788808622068;62206;VALITUTTI*CHIM CONC MAT/NOMEN   LDM ;18;31.70;780;376
0-Scolastico;02N;9788808820747;82074;VALITUTTI*CHIM CONC U           LDM ;18;42.70;1290;640
0-Scolastico;02N;9788808638298;63829;VALITUTTI*CHIM MOL MOV 1        LDM ;17;22.30;520;288
0-Scolastico;02N;9788808569776;56977;VALITUTTI*CHIM MOL MOV 2        LDM ;17;19.40;420;224
0-Scolastico;02N;9788808269409;26940;VALITUTTI*CHIM MOL MOV(2E VERD) LDM ;17;34.90;890;504
0-Scolastico;02N;9788808721914;72191;VALITUTTI*CHIM.CONC MAT (BLU2E) LDM ;18;17.80;440;208
0-Scolastico;02N;9788808820877;82087;VALITUTTI*CHIMICA NATURA 2ED    LDM ;17;14.90;360;160
0-Scolastico;02N;9788808421234;42123;VALITUTTI*CHIMICA PER TUTTI      LD ;15;17.70;540;218
0-Scolastico;02N;9788808534835;53483;VALITUTTI*ESPL.CHIM VERDE 2E 1   LD ;14;19.30;460;232
0-Scolastico;02N;9788808634825;63482;VALITUTTI*ESPL.CHIM VERDE 2E 1  LDM ;14;22.30;450;232
0-Scolastico;02N;9788808734839;73483;VALITUTTI*ESPL.CHIM VERDE 2E 2   LD ;14;16.20;350;176
0-Scolastico;02N;9788808734822;73482;VALITUTTI*ESPL.CHIM VERDE 2E 2  LDM ;14;18.00;350;176
0-Scolastico;02N;9788808334848;33484;VALITUTTI*ESPL.CHIM VERDE 2E U   LD ;14;31.30;780;408
0-Scolastico;02N;9788808157713;15771;VALITUTTI*ESPL.CHIM VERDE 2E U  LDM ;14;35.40;770;408
0-Scolastico;02N;9788808321206;32120;VALITUTTI*IN CUCINA CON CHIMICA  LD ;15;20.90;570;256
0-Scolastico;02N;9788808720870;72087;VALITUTTI*LIN CHIMICA 4E U      LDM ;19;33.30;900;416
0-Scolastico;02L;9788808320612;32061;VALITUTTI*SCIENZE CUCINA        LDM ;19;25.50;900;328
0-Scolastico;02L;9788808747570;74757;VALITUTTI*SCIENZE CUCINA +TERRA LDM ;19;30.30;1120;416
0-Scolastico;02N;9788808320506;32050;VALITUTTI*SCOPR CHIMICA 2ED     LDM ;19;20.00;530;240
0-Scolastico;02F;9788808420572;42057;"VANIN""ZANIVAN*YPA 1              LD ";20;18.70;500;200
0-Scolastico;02F;9788808966360;96636;"VANIN""ZANIVAN*YPA 2              LD ";20;18.70;520;208
0-Scolastico;02F;9788808505620;50562;"VANIN""ZANIVAN*YPA 3              LD ";21;22.50;680;272
0-Scolastico;02U;9788808420923;42092;VEDOVI*IMMAGINI CONTEMP 2ED (CL LDM ;17;27.30;900;408
0-Scolastico;02U;9788808060037;06003;VEZZANI*OLTRE LE NOTE LM (CLT)      ;09;22.70;590;288
0-Scolastico;02A;9788808093349;09334;VIRGILIO*ENEIDE GEYMONAT 2ED LM     ;95;29.50;820;720
0-Scolastico;02U;9788808145833;14583;ZACCONI*DISC.PLASTICHE BASI LMS (LU ;13;31.70;360;166
0-Scolastico;03T;9788808303745;30374;ADDOMINE*INFORMA+FOND LINGUAGGI LMM ;12;37.20;920;512
0-Scolastico;03T;9788808195388;19538;ADDOMINE*INFORMAT AZIEND U LMM      ;12;31.70;720;400
0-Scolastico;03T;9788808328267;32826;ADDOMINE*INFORMAT AZIEND U+FOND LMM ;12;38.40;890;496
0-Scolastico;03T;9788808210074;21007;ADDOMINE*INFORMATICA 5 ANNO      LD ;14;18.80;530;240
0-Scolastico;03T;9788808210234;21023;ADDOMINE*INFORMATICA LINGUAGGI  LMM ;13;30.40;750;416
0-Scolastico;03G;9788808072795;07279;"AGAZZI""VILARDO*TRIAKONTA LM         ";06;32.20;700;496
0-Scolastico;03C;9788808920546;92054;AGOSTINI*ESABAC EN POCHE 2ED     LD ;19;13.80;350;208
0-Scolastico;03R;9788808436368;43636;AMALDI*DALLA MELA 3             LDM ;15;33.40;800;400
0-Scolastico;03R;9788808237408;23740;AMALDI*DALLA MELA 4             LDM ;16;31.60;940;472
0-Scolastico;03R;9788808337405;33740;AMALDI*DALLA MELA 5             LDM ;16;33.60;1010;512
0-Scolastico;03R;9788808837646;83764;AMALDI*DALLA MELA RICHIAMI MECC LDM ;16;13.40;370;176
0-Scolastico;03R;9788808127174;12717;AMALDI*FISICA DEL CAOS LM           ;11;10.90;270;120
0-Scolastico;03R;9788808059130;05913;AMALDI*L AMALDI LS 1             LD ;12;31.50;970;456
0-Scolastico;03R;9788808136398;13639;AMALDI*L AMALDI LS 2             LD ;12;32.90;1020;480
0-Scolastico;03R;9788808136459;13645;AMALDI*L AMALDI LS 3             LD ;12;34.60;1080;496
0-Scolastico;03R;9788808721204;72120;AMALDI*L AMALDI LS BLU 2ED 1 LDM    ;15;34.00;1040;520
0-Scolastico;03R;9788808937391;93739;AMALDI*L AMALDI LS BLU 2ED 2    LDM ;16;31.50;1100;464
0-Scolastico;03R;9788808137401;13740;AMALDI*L AMALDI LS BLU 2ED 3    LDM ;16;31.60;1170;480
0-Scolastico;03R;9788808938060;93806;AMALDI*NUOVO AMALDI LS BLU 3E 1 LDM ;20;33.90;1060;528
0-Scolastico;03R;9788808566683;56668;AMALDI*NUOVO AMALDI LS BLU 3E 2 LDM ;21;32.80;980;480
0-Scolastico;03R;9788808914057;91405;AMALDI*NUOVO AMALDI LS BLU 3E 3 LDM ;20;32.10;1000;496
0-Scolastico;03R;9788808665119;66511;AMALDI*TRAIET FISICA AZZ 2E 3/4 LDM ;17;34.80;1070;536
0-Scolastico;03R;9788808176080;17608;AMALDI*TRAIET FISICA AZZ 2E 5   LDM ;18;24.30;870;352
0-Scolastico;03R;9788808564108;56410;AMALDI*TRAIET FISICA AZZ 2E ELE LDM ;18;19.40;650;264
0-Scolastico;03R;9788808288769;28876;AMALDI*TRAIET FISICA AZZ 2E IMP 3/4 ;19;10.60;410;160
0-Scolastico;03R;9788808519511;51951;AMALDI*TRAIET FISICA AZZ 2E IMP 5   ;20;7.60;230;88
0-Scolastico;03R;9788808321138;32113;AMALDI*TRAIETT FISICA 2ED 1     LDM ;16;29.50;1020;440
0-Scolastico;03R;9788808919922;91992;AMALDI*TRAIETT FISICA 2ED 2     LDM ;17;26.00;900;368
0-Scolastico;03R;9788808325358;32535;AMALDI*TRAIETT FISICA 2ED 3     LDM ;18;32.10;950;480
0-Scolastico;03R;9788808832429;83242;AMALDI*TRAIETT FISICA 3ED 1     LDM ;18;29.91;0;472
0-Scolastico;03R;9788808240941;24094;AMALDI*TRAIETT FISICA AZZ ONDE   LM ;12;10.40;280;128
0-Scolastico;03R;9788808140814;14081;AMALDI*TRAIETT FISICA AZZ U      LD ;12;42.90;1390;648
0-Scolastico;03N;9788808095077;09507;AMANDOLA*ANALISI CHIMICA 6ED LM     ;99;62.50;1520;720
0-Scolastico;03P;9788808720917;72091;AMENDOLA E AL*IGIENE PATOLOG 2ED LD ;20;28.40;1010;408
0-Scolastico;03P;9788808192790;19279;AMENDOLA E AL*IGIENE PATOLOGIA LMS  ;12;25.00;780;320
0-Scolastico;03N;9788808237682;23768;"ANTOLINI""CAPPELLI*TRASF PROD VIT LD ";16;25.50;400;360
0-Scolastico;03N;9788808721297;72129;"ANTOLINI""CAPPELLI*TRASF PRODUZ   LD ";16;28.20;850;400
0-Scolastico;03R;9788808194510;19451;"ANZOLA""BORRACCI*PHYSICS 1 LMS       ";12;11.80;320;136
0-Scolastico;03R;9788808500014;50001;"ANZOLA""BORRACCI*PHYSICS 2 LMS       ";13;11.90;300;136
0-Scolastico;03R;9788808234735;23473;"ANZOLA""BORRACCI*PHYSICS 3 LMS       ";14;11.90;310;136
0-Scolastico;03A;9788808939920;93992;ARMELLINI*ALTRI OCC ROS PL 1    LDM ;19;29.50;1290;944
0-Scolastico;03A;9788808444509;44450;ARMELLINI*ALTRI OCC ROS PL 2    LDM ;19;36.80;1190;864
